NIK,NIK_valid,biometric_flag,age,gender,provider_id,diagnosis_code,procedure_code,num_diagnoses,num_procedures,length_of_stay,total_claim_amount,service_date,claim_date,verification_method,tarif_standar_diagnosis,diagnosis_cost_ratio
8074272655952659,0,1,52,M,RS003,E66.9,99.28,1,1,1,2002815,2024-01-31,2024-11-13,auto,1000000,2.002815
6713021505662344,1,1,9,M,RS005,R50.9,99.19,3,2,0,7884003,2024-07-13,2024-11-13,manual,1000000,7.884003
2480470438720338,0,1,20,M,RS006,E66.9,99.28,2,3,2,9592462,2024-07-02,2024-11-14,auto,1000000,9.592462
3293263389821759,1,1,41,M,RS009,Z00.0,93.99,2,3,0,7456636,2024-09-24,2024-11-14,auto,700000,10.652337142857142
4719037266815746,1,0,59,F,RS007,Z03.8,93.91,2,2,0,5669652,2024-03-05,2024-11-14,manual,1200000,4.72471
6555118089289008,0,1,30,M,RS005,I25.1,36.15,2,1,4,4439189,2024-10-24,2024-11-14,manual,5000000,0.8878378
6209494305721231,1,0,54,F,RS005,H25.9,13.1,3,4,1,1228525,2024-07-04,2024-11-14,manual,7500000,0.16380333333333333
0841004995119686,1,0,76,F,RS010,J00,93.9,1,2,1,6152488,2024-09-03,2024-11-14,manual,500000,12.304976
8661118590863985,1,1,85,M,RS010,Z00.0,93.99,1,3,0,2566587,2024-09-26,2024-11-15,manual,700000,3.666552857142857
4570021552410028,1,1,49,F,RS007,J45.9,93.96,2,2,1,4610002,2024-02-08,2024-11-15,auto,2300000,2.004348695652174
4446723060228537,1,1,39,F,RS002,Z00.0,93.99,1,2,0,3024698,2024-11-07,2024-11-15,manual,700000,4.320997142857143
1144026668555637,1,0,81,M,RS007,M54.5,93.39,2,1,0,6788251,2024-05-16,2024-11-15,auto,1800000,3.7712505555555556
6088403484245749,0,0,25,F,RS006,E66.9,99.28,2,1,0,8944017,2024-09-30,2024-11-15,auto,1000000,8.944017
2074782046773564,1,0,5,M,RS001,J18.9,93.94,1,2,0,2344046,2024-07-18,2024-11-15,manual,4200000,0.5581061904761905
2566203662555990,1,0,78,F,RS002,I10,99.04,3,1,7,5344271,2024-03-14,2024-11-15,manual,2000000,2.6721355
8310456410787226,1,1,79,M,RS007,R10.4,45.23,3,3,0,4311645,2024-01-25,2024-11-15,auto,1200000,3.5930375
4162175195764334,1,1,17,M,RS008,O80,72.0,1,2,2,5674930,2024-01-23,2024-11-15,manual,3500000,1.6214085714285715
2691716812957370,0,1,87,F,RS004,A09,45.23,2,2,1,8854025,2024-09-18,2024-11-15,manual,1300000,6.810788461538461
8827045452732691,1,0,31,M,RS005,H25.9,13.4,1,3,1,8443720,2024-02-02,2024-11-16,manual,7500000,1.1258293333333333
6932234675712369,1,1,58,M,RS004,H25.9,13.4,2,2,0,8066589,2024-08-08,2024-11-16,manual,7500000,1.0755452
7152340647601388,1,1,38,M,RS006,K21.0,45.16,3,4,2,5257383,2024-10-10,2024-11-16,auto,1400000,3.7552735714285714
5177774970406353,0,0,89,F,RS007,K21.0,45.16,3,3,2,1834410,2024-05-15,2024-11-18,manual,1400000,1.3102928571428571
3127052948173669,1,1,89,M,RS004,K29.7,45.16,3,1,1,3304690,2024-09-25,2024-11-18,auto,1700000,1.943935294117647
7929733803903486,1,1,22,F,RS002,H25.9,13.5,1,3,0,2135152,2024-06-05,2024-11-18,manual,7500000,0.28468693333333334
2661855889819557,1,1,69,F,RS005,J45.9,93.96,1,3,0,9750031,2024-09-20,2024-11-18,manual,2300000,4.2391439130434785
6967751291864984,1,1,6,M,RS002,E11,99.10,3,1,0,5230131,2024-07-27,2024-11-18,manual,2500000,2.0920524
5419202869545734,1,1,40,M,RS002,K21.0,45.16,2,4,0,9355801,2024-05-23,2024-11-18,auto,1400000,6.682715
0795999503439731,1,1,88,F,RS003,E11,99.10,1,4,3,5470492,2024-10-05,2024-11-18,manual,2500000,2.1881968
6929918973312093,0,1,25,M,RS009,R10.4,87.09,3,3,1,9119683,2024-02-22,2024-11-18,auto,1200000,7.599735833333333
0507761649408367,0,1,3,M,RS008,K29.7,45.16,3,1,3,8948983,2024-10-12,2024-11-18,auto,1700000,5.2641076470588235
9116931109207361,1,1,88,M,RS001,I10,99.04,1,4,4,5764223,2024-08-24,2024-11-18,manual,2000000,2.8821115
6298405903376682,1,1,80,M,RS007,N39.0,57.94,3,2,2,8330158,2024-10-31,2024-11-18,manual,2200000,3.7864354545454546
8391890040333894,1,0,62,M,RS004,O80,72.0,3,1,1,2884506,2024-09-12,2024-11-18,manual,3500000,0.8241445714285714
9459198491869997,0,1,11,M,RS002,R50.9,99.19,2,4,1,9807386,2024-10-25,2024-11-18,manual,1000000,9.807386
9652556984279852,0,0,70,F,RS009,H25.9,13.4,1,2,0,8608557,2024-04-06,2024-11-19,manual,7500000,1.1478076
8544845231958323,1,0,13,F,RS008,I25.1,99.24,3,1,3,9264583,2024-09-25,2024-11-19,auto,5000000,1.8529166
1262264311427630,1,1,70,M,RS001,J18.9,93.94,1,2,0,8352795,2024-07-17,2024-11-19,auto,4200000,1.9887607142857142
4754782086099000,0,1,49,F,RS004,M54.5,93.39,2,1,0,9444839,2024-03-29,2024-11-19,manual,1800000,5.247132777777778
6805202621952470,1,1,57,M,RS001,J45.9,93.96,3,2,0,5201867,2024-09-12,2024-11-19,auto,2300000,2.261681304347826
5552238132440421,0,0,16,M,RS006,J45.9,93.96,3,4,0,9903784,2024-08-30,2024-11-19,auto,2300000,4.305993043478261
7918959926855964,0,1,35,F,RS010,Z34.0,73.0,3,1,2,8694437,2024-09-21,2024-11-19,manual,800000,10.86804625
4754782086099000,0,1,49,F,RS004,M54.5,93.39,2,1,0,6346816,2024-06-14,2024-11-19,manual,1800000,3.5260088888888887
2320546260898625,1,1,65,M,RS001,R10.4,87.09,2,1,0,8462601,2024-03-05,2024-11-19,manual,1200000,7.0521675
2988416978253776,1,0,66,M,RS007,N39.0,57.98,3,2,2,1567131,2024-04-24,2024-11-19,auto,2200000,0.7123322727272727
3561213450759841,0,1,52,M,RS005,J45.9,93.96,2,2,0,5335257,2024-11-15,2024-11-19,auto,2300000,2.319676956521739
4410730493672695,1,1,62,M,RS009,I25.1,99.24,1,1,0,9317690,2024-02-21,2024-11-19,auto,5000000,1.863538
6298405903376682,1,1,80,M,RS007,N39.0,57.98,1,2,1,2236046,2024-10-26,2024-11-20,manual,2200000,1.0163845454545455
1813792019977577,1,1,8,M,RS009,E66.9,99.28,1,4,4,4022522,2024-08-30,2024-11-20,manual,1000000,4.022522
7388236962230045,1,1,73,M,RS003,N39.0,57.98,3,3,0,6644785,2024-02-12,2024-11-20,auto,2200000,3.0203568181818183
9235098062820264,1,1,21,M,RS001,A09,45.23,3,1,3,3319945,2024-03-28,2024-11-20,auto,1300000,2.5538038461538464
4982397445932366,1,1,43,M,RS006,Z34.0,73.0,2,2,1,2437805,2024-04-03,2024-11-20,manual,800000,3.04725625
9579270123728644,1,1,29,F,RS003,A09,45.23,1,2,0,7642800,2024-08-13,2024-11-20,auto,1300000,5.879076923076923
0445117992311393,1,0,89,M,RS010,K29.7,45.16,1,3,1,2186146,2024-07-19,2024-11-20,auto,1700000,1.2859682352941177
5439027553348790,0,1,1,M,RS010,M54.5,93.39,3,2,0,8168730,2024-08-15,2024-11-21,manual,1800000,4.5381833333333335
1100486984081003,1,0,43,M,RS010,M54.5,93.39,2,2,0,2926991,2024-10-08,2024-11-21,auto,1800000,1.626106111111111
4924563452745917,1,0,76,F,RS007,E11,99.10,1,4,2,5566134,2024-07-05,2024-11-21,auto,2500000,2.2264536
3368168281228136,1,1,14,M,RS009,A09,45.23,2,1,0,7245727,2024-03-16,2024-11-21,auto,1300000,5.573636153846154
8497982321560447,1,0,56,F,RS004,R50.9,99.19,1,2,0,2506098,2024-05-03,2024-11-21,auto,1000000,2.506098
9509101809481881,1,1,2,M,RS004,K21.0,45.16,3,4,3,9114569,2024-06-20,2024-11-21,auto,1400000,6.510406428571429
7317434769110886,1,1,62,F,RS004,E11,99.10,3,2,1,8622094,2024-06-26,2024-11-21,manual,2500000,3.4488376
4432992918096198,0,1,52,F,RS006,J00,93.9,1,2,0,5839644,2024-09-30,2024-11-22,manual,500000,11.679288
6691875244504564,1,1,26,F,RS005,H25.9,13.4,2,1,0,6778192,2024-10-28,2024-11-22,manual,7500000,0.9037589333333333
1588339970503141,0,1,76,F,RS006,K29.7,45.16,1,4,1,8816869,2024-05-22,2024-11-22,manual,1700000,5.186393529411765
6379078397102101,0,1,17,F,RS010,K29.7,45.16,2,3,0,8813516,2024-08-14,2024-11-22,auto,1700000,5.184421176470588
4263231126665271,1,1,86,M,RS007,I25.1,99.24,2,1,3,5445828,2024-05-30,2024-11-22,auto,5000000,1.0891656
8482875736010738,1,1,83,F,RS005,K29.7,45.16,3,4,2,8508425,2024-10-22,2024-11-22,manual,1700000,5.004955882352941
0202653286426839,0,1,29,F,RS004,R50.9,99.19,3,4,0,2635608,2024-10-22,2024-11-22,auto,1000000,2.635608
0875142694809400,1,0,5,M,RS007,J00,93.9,2,2,0,9707493,2024-02-26,2024-11-22,manual,500000,19.414986
0074593099459362,1,1,53,M,RS009,Z00.0,93.99,3,3,0,1525288,2024-09-05,2024-11-22,manual,700000,2.178982857142857
7964973566431670,0,1,34,M,RS002,O80,72.0,3,3,3,4325342,2024-11-16,2024-11-22,auto,3500000,1.235812
7166026159058753,1,1,6,M,RS001,K21.0,45.16,3,1,0,7508645,2024-08-22,2024-11-22,manual,1400000,5.3633178571428575
8544845231958323,1,0,13,F,RS008,I25.1,99.24,2,3,3,5104580,2024-04-20,2024-11-22,manual,5000000,1.020916
4070916106914059,1,1,8,F,RS001,R10.4,45.23,1,3,0,5721398,2024-09-16,2024-11-22,auto,1200000,4.767831666666667
9367790213174776,1,1,26,M,RS004,K29.7,45.16,2,4,1,1230066,2024-09-21,2024-11-23,auto,1700000,0.7235682352941176
6875639298000694,1,0,1,M,RS001,M54.5,93.39,3,1,1,6043428,2024-04-09,2024-11-23,manual,1800000,3.35746
6906791659601743,1,1,15,F,RS009,R50.9,99.19,2,2,0,9001741,2024-10-31,2024-11-23,manual,1000000,9.001741
8831120919280719,0,1,72,F,RS004,R50.9,99.19,1,4,0,9771947,2024-08-27,2024-11-23,manual,1000000,9.771947
3939959990377015,0,0,13,F,RS003,I10,99.04,2,2,2,4020754,2024-08-20,2024-11-23,auto,2000000,2.010377
9873752149437503,1,0,42,F,RS002,Z00.0,93.99,3,3,0,4904552,2024-10-19,2024-11-23,auto,700000,7.006502857142857
8163781968018378,1,0,52,F,RS010,R10.4,45.23,3,1,3,1175060,2024-04-17,2024-11-23,auto,1200000,0.6667591666666667
1448904801933367,1,0,30,M,RS002,J45.9,93.96,2,3,1,5612779,2024-09-21,2024-11-25,manual,2300000,2.4403386956521738
0935218242488304,1,1,24,M,RS009,N39.0,57.98,1,1,0,672960,2024-03-06,2024-11-25,manual,2200000,0.3058909090909091
2857487166885947,1,1,33,F,RS004,N39.0,57.98,2,1,2,9972857,2024-07-06,2024-11-25,auto,2200000,4.533116818181818
3365828762666386,1,1,77,F,RS002,H25.9,13.4,2,4,0,7712590,2024-11-19,2024-11-25,manual,7500000,1.0283453333333332
7639827857392524,1,1,88,F,RS010,A09,45.23,2,2,0,685066,2024-03-23,2024-11-25,manual,1300000,0.5269738461538461
1130364344708384,1,0,22,F,RS005,A09,45.23,2,4,2,2790909,2024-10-01,2024-11-25,auto,1300000,2.146853076923077
2316414926065218,1,0,14,M,RS009,J18.9,96.04,3,1,0,9578215,2024-01-29,2024-11-26,manual,4200000,2.280527380952381
2858505853582813,0,1,10,M,RS010,I25.1,36.15,2,2,1,2429766,2024-10-19,2024-11-26,auto,5000000,0.4859532
9357512784816124,0,1,58,F,RS010,H25.9,13.1,1,2,0,8082115,2024-08-24,2024-11-26,manual,7500000,1.0776153333333334
7104644616545903,1,0,1,M,RS007,H25.9,13.1,1,1,0,6835295,2024-04-03,2024-11-26,manual,7500000,0.9113726666666667
0841004995119686,1,0,76,F,RS008,J00,93.9,2,3,0,5347723,2024-10-01,2024-11-27,auto,500000,10.695446
2269541750060120,1,1,34,F,RS005,J00,93.9,3,4,0,4788894,2024-04-02,2024-11-27,manual,500000,9.577788
8245095095164564,1,1,57,F,RS008,H25.9,13.5,2,3,0,4783841,2024-02-22,2024-11-27,manual,7500000,0.6378454666666666
4162175195764334,1,1,17,M,RS008,O80,72.0,1,2,4,2267076,2024-04-17,2024-11-27,auto,3500000,0.647736
1798148529728394,1,1,61,F,RS006,K29.7,45.16,1,3,0,6645386,2024-03-14,2024-11-27,manual,1700000,3.909050588235294
6379078397102101,0,1,17,F,RS010,A09,45.23,2,3,1,4480070,2024-01-02,2024-11-27,auto,1300000,3.4462076923076923
0158332536779803,1,1,73,F,RS002,E66.9,99.28,1,4,2,7699869,2024-05-03,2024-11-27,manual,1000000,7.699869
2095170039431707,0,1,71,M,RS001,K29.7,45.16,1,2,0,501860,2024-05-18,2024-11-27,manual,1700000,0.29521176470588234
4354955773113222,1,1,2,F,RS006,E66.9,99.28,3,4,1,4869740,2024-11-22,2024-11-27,auto,1000000,4.86974
9499830523423665,1,1,59,M,RS004,K21.0,45.16,3,1,3,1394045,2024-02-08,2024-11-28,auto,1400000,0.9957464285714286
4842158416680125,1,1,86,M,RS008,H25.9,13.5,2,3,0,7479725,2024-07-16,2024-11-28,auto,7500000,0.9972966666666667
9899947404723017,1,1,20,F,RS009,J45.9,93.96,2,4,1,6377726,2024-10-02,2024-11-28,manual,2300000,2.7729243478260868
5561331914707570,1,1,74,F,RS002,R10.4,45.23,1,4,0,6955476,2024-06-26,2024-11-28,manual,1200000,5.79623
8142924535919896,1,0,69,M,RS010,E66.9,99.28,2,1,1,7013850,2024-06-01,2024-11-28,manual,1000000,7.01385
7415917182276067,1,1,34,M,RS006,J18.9,93.94,2,3,0,5759886,2024-01-09,2024-11-29,manual,4200000,1.3714014285714287
0512040976420313,0,1,27,F,RS010,Z34.0,73.0,2,3,2,4000131,2024-10-09,2024-11-29,manual,800000,5.00016375
0618267810074962,1,1,63,F,RS009,I10,99.04,1,1,3,1225810,2024-10-26,2024-11-29,manual,2000000,0.612905
4520205236238556,0,1,72,F,RS004,Z34.0,73.0,3,1,4,2149511,2024-09-23,2024-11-29,auto,800000,2.68688875
9557635511730605,1,1,15,F,RS008,J45.9,93.96,1,1,1,5416902,2024-03-19,2024-11-29,auto,2300000,2.3551747826086955
0700240324666181,1,1,71,F,RS009,K29.7,45.16,2,2,0,8750759,2024-07-01,2024-11-29,manual,1700000,5.147505294117647
0507761649408367,0,1,3,M,RS008,K29.7,45.16,3,4,0,6224395,2024-05-04,2024-11-29,manual,1700000,3.6614088235294115
1323345054784032,1,1,85,M,RS009,N39.0,57.98,3,3,0,9280897,2024-10-23,2024-11-29,auto,2200000,4.218589545454545
1783753481312685,1,1,20,M,RS003,Z03.8,93.91,1,3,0,8455638,2024-03-14,2024-11-29,manual,1200000,7.046365
4527342938448643,1,1,42,F,RS007,I25.1,99.24,1,2,1,1031330,2024-05-10,2024-11-29,auto,5000000,0.206266
0561200547542228,0,0,60,M,RS005,K21.0,45.16,2,1,0,987839,2024-09-16,2024-11-30,auto,1400000,0.7055992857142858
0959440846731639,0,1,89,M,RS004,M54.5,93.39,2,2,1,9989446,2024-07-15,2024-11-30,auto,1800000,5.549692222222222
2182279286324316,1,0,27,F,RS004,O80,72.0,3,3,2,1098210,2024-08-05,2024-11-30,auto,3500000,0.31377428571428573
4570723345505603,1,1,41,F,RS002,J00,93.9,3,2,2,3067953,2024-03-23,2024-11-30,auto,500000,6.135906
4864587582161966,1,1,62,F,RS006,E11,99.10,1,2,2,1494445,2024-07-20,2024-11-30,auto,2500000,0.597778
0129286053114646,1,1,13,F,RS003,H25.9,13.1,1,3,0,3335674,2024-02-20,2024-11-30,manual,7500000,0.4447565333333333
2211004655051377,1,1,33,F,RS009,N39.0,57.98,3,4,0,3367700,2024-06-17,2024-11-30,manual,2200000,1.5307727272727272
1224150988666028,1,1,67,F,RS005,I10,99.04,2,1,5,3638779,2024-06-22,2024-12-02,manual,2000000,1.8193895
6183602084233795,1,1,8,M,RS007,K21.0,45.16,2,3,0,5219966,2024-08-06,2024-12-02,manual,1400000,3.728547142857143
4736925328653281,1,1,10,M,RS008,I10,99.04,3,1,3,2384770,2024-10-21,2024-12-02,manual,2000000,1.192385
3303275983419441,1,1,58,M,RS002,K21.0,45.16,3,4,0,2846179,2024-11-12,2024-12-03,auto,1400000,2.032985
7395836130859090,1,1,29,M,RS002,E66.9,99.28,3,4,2,3864897,2024-11-20,2024-12-03,manual,1000000,3.864897
2467496622622119,1,1,80,F,RS002,J00,93.9,3,3,0,2530447,2024-11-25,2024-12-03,manual,500000,5.060894
4989988882592368,1,0,7,F,RS002,Z34.0,73.0,3,3,1,639212,2024-07-13,2024-12-03,auto,800000,0.799015
1313611684213715,1,1,9,M,RS007,O80,72.0,1,4,3,5325492,2024-01-13,2024-12-03,manual,3500000,1.521569142857143
8746775700561102,1,1,22,M,RS003,K21.0,45.16,3,2,0,3132096,2024-08-21,2024-12-03,manual,1400000,2.2372114285714284
3770835176640282,1,1,87,F,RS003,K21.0,45.16,2,4,3,5520126,2024-07-02,2024-12-03,auto,1400000,3.9429471428571428
6555118089289008,0,1,30,M,RS005,I25.1,36.15,3,2,2,9694545,2024-01-26,2024-12-03,manual,5000000,1.938909
4862518211759183,1,0,62,M,RS005,E66.9,99.28,3,2,4,8821165,2024-07-04,2024-12-03,manual,1000000,8.821165
1250458991857109,1,0,67,F,RS009,J45.9,93.96,3,1,1,4171281,2024-11-28,2024-12-03,manual,2300000,1.8136004347826087
8126852416253370,0,0,71,F,RS010,R10.4,87.09,2,4,0,1882882,2024-03-26,2024-12-03,manual,1200000,1.5690683333333333
6861752153046166,1,1,56,M,RS002,J45.9,93.96,1,4,1,8800536,2024-11-07,2024-12-03,manual,2300000,3.82632
8305563943499235,0,0,52,F,RS003,Z34.0,73.0,1,2,2,7370103,2024-09-09,2024-12-04,manual,800000,9.21262875
9367137590159353,1,1,41,M,RS010,A09,45.23,3,2,0,4885217,2024-07-31,2024-12-04,auto,1300000,3.7578592307692307
3526277230336093,0,1,8,M,RS005,J45.9,93.96,3,1,0,7553188,2024-08-02,2024-12-04,auto,2300000,3.2839947826086955
1927186885164968,0,1,38,F,RS001,I10,99.04,3,1,3,2682618,2024-03-08,2024-12-04,manual,2000000,1.341309
0248268611161020,1,0,34,M,RS005,I25.1,99.24,1,2,3,6726962,2024-07-10,2024-12-04,manual,5000000,1.3453924
2171149304446851,1,1,42,M,RS004,R50.9,99.19,3,4,0,1937964,2024-08-31,2024-12-04,manual,1000000,1.937964
9188980948286496,0,1,17,F,RS002,I25.1,36.15,2,4,2,9977106,2024-03-26,2024-12-04,auto,5000000,1.9954212
5769397812079250,0,1,44,M,RS008,A09,45.23,1,3,2,4781167,2024-11-16,2024-12-04,auto,1300000,3.6778207692307694
8692248918710825,1,1,46,F,RS005,N39.0,57.98,1,2,4,3901584,2024-10-31,2024-12-04,manual,2200000,1.7734472727272728
2505414362685154,0,1,18,F,RS003,K29.7,45.16,1,2,2,7054998,2024-11-04,2024-12-05,manual,1700000,4.149998823529412
8363309349833107,1,1,66,F,RS005,K29.7,45.16,3,4,2,9863210,2024-05-25,2024-12-05,manual,1700000,5.8018882352941175
9050450729245681,1,1,52,F,RS001,Z03.8,93.91,2,2,0,527706,2024-07-31,2024-12-05,manual,1200000,0.439755
1935434997109001,1,0,63,M,RS003,J00,93.9,2,4,1,1545480,2024-01-10,2024-12-05,manual,500000,3.09096
8692248918710825,1,1,46,F,RS005,N39.0,57.94,1,3,0,5838640,2024-09-21,2024-12-05,manual,2200000,2.6539272727272727
3711892690086766,1,1,73,M,RS004,J18.9,93.94,2,4,3,3629873,2024-08-05,2024-12-05,auto,4200000,0.8642554761904762
2625979664172984,1,0,90,F,RS005,M54.5,93.39,1,4,0,3683203,2024-08-01,2024-12-05,auto,1800000,2.046223888888889
3678197704238312,1,1,13,M,RS010,K21.0,45.16,2,2,0,5775412,2024-06-27,2024-12-05,manual,1400000,4.125294285714285
0942833382591512,1,0,38,F,RS010,K21.0,45.16,3,1,1,5162191,2024-03-12,2024-12-06,manual,1400000,3.6872792857142858
6600666742590162,1,1,20,M,RS003,E11,99.10,2,3,1,6082059,2024-09-06,2024-12-06,manual,2500000,2.4328236
7374001504949100,1,1,60,F,RS002,O80,72.0,3,2,1,4281397,2024-11-08,2024-12-06,auto,3500000,1.2232562857142857
7386173404836002,1,1,15,M,RS001,J18.9,93.94,2,1,0,5277210,2024-02-23,2024-12-06,manual,4200000,1.2564785714285713
8148903064875444,1,1,9,F,RS002,I25.1,99.24,1,2,3,3889628,2024-08-06,2024-12-06,auto,5000000,0.7779256
6742743580318968,0,1,69,F,RS002,A09,45.23,1,2,3,2500015,2024-04-01,2024-12-06,auto,1300000,1.9230884615384616
2513636250050664,1,1,8,M,RS009,J18.9,93.94,2,2,1,8587930,2024-03-19,2024-12-06,auto,4200000,2.044745238095238
0392405087961834,1,0,9,F,RS005,E66.9,99.28,1,3,2,4781233,2024-07-29,2024-12-06,auto,1000000,4.781233
0429671617048262,0,1,33,F,RS002,M54.5,93.39,2,4,0,6971778,2024-06-11,2024-12-06,auto,1800000,3.87321
2640496712945859,1,1,23,F,RS009,H25.9,13.5,2,1,0,8988496,2024-08-23,2024-12-07,auto,7500000,1.1984661333333333
4546861063008706,0,1,81,F,RS007,I25.1,36.15,2,4,3,9378536,2024-07-17,2024-12-07,manual,5000000,1.8757072
6530098641902510,1,0,13,M,RS006,Z03.8,93.91,2,2,0,9374961,2024-10-28,2024-12-07,auto,1200000,7.8124675
8420621456486243,1,1,43,M,RS009,R50.9,99.19,2,4,0,4821509,2024-05-17,2024-12-07,manual,1000000,4.821509
1588650155015392,1,1,45,M,RS004,R10.4,87.09,1,2,0,4346607,2024-10-26,2024-12-07,auto,1200000,3.6221725
1781439000433190,1,1,15,F,RS001,H25.9,13.1,1,3,0,3665557,2024-01-09,2024-12-07,manual,7500000,0.48874093333333335
0059702135674460,0,1,84,M,RS007,Z34.0,73.0,2,1,1,6772908,2024-11-30,2024-12-07,manual,800000,8.466135
1090001843714456,1,1,80,M,RS005,R10.4,45.23,3,4,0,7751422,2024-07-02,2024-12-07,manual,1200000,6.4595183333333335
0059702135674460,0,1,84,M,RS007,Z34.0,73.0,1,2,1,3952145,2024-06-04,2024-12-07,auto,800000,4.94018125
4412476244484100,1,1,4,F,RS006,J45.9,93.96,1,1,1,9253115,2024-11-12,2024-12-07,auto,2300000,4.023093478260869
9603082917161492,1,1,33,F,RS003,J45.9,93.96,2,4,0,9534700,2024-07-23,2024-12-07,auto,2300000,4.145521739130435
2170412053832982,0,1,26,M,RS002,Z03.8,93.91,2,1,0,6586207,2024-09-12,2024-12-07,auto,1200000,5.488505833333333
8672465786135253,1,1,57,F,RS001,H25.9,13.5,1,4,0,508377,2024-01-20,2024-12-09,auto,7500000,0.0677836
4948997898514829,1,1,16,F,RS006,E66.9,99.28,1,2,0,9225378,2024-03-26,2024-12-09,auto,1000000,9.225378
2670287680681170,1,1,43,M,RS004,Z34.0,73.0,1,4,2,9229985,2024-02-19,2024-12-09,auto,800000,11.53748125
8944836216071900,0,1,39,M,RS008,K21.0,45.16,1,3,0,6037014,2024-07-17,2024-12-09,manual,1400000,4.312152857142857
5536080130453829,1,1,61,M,RS007,R10.4,87.09,2,4,0,5426428,2024-01-04,2024-12-09,manual,1200000,4.522023333333333
4773352549521454,0,1,52,M,RS009,Z34.0,73.0,1,4,2,4717272,2024-01-15,2024-12-09,auto,800000,5.89659
7783057971395830,0,1,35,M,RS002,R10.4,87.09,3,1,0,8580838,2024-05-18,2024-12-10,manual,1200000,7.150698333333334
2959587947260739,1,1,79,M,RS009,E66.9,99.28,3,3,0,5307602,2024-09-21,2024-12-10,auto,1000000,5.307602
0686759932621737,0,1,30,F,RS008,R10.4,45.23,3,4,1,5484132,2024-01-23,2024-12-10,auto,1200000,4.57011
4719037266815746,1,0,59,F,RS007,R50.9,99.19,2,3,0,5709322,2024-06-26,2024-12-10,auto,1000000,5.709322
1201721208675463,1,0,4,M,RS004,Z03.8,93.91,3,4,0,6319993,2024-06-18,2024-12-10,manual,1200000,5.266660833333333
8781246900882806,1,1,90,M,RS001,I25.1,99.24,2,1,3,6019676,2024-09-20,2024-12-10,auto,5000000,1.2039352
7415917182276067,1,1,34,M,RS006,J18.9,96.04,1,4,1,6919759,2024-01-23,2024-12-10,auto,4200000,1.6475616666666666
4747676997057084,1,1,70,F,RS008,J00,93.9,2,2,0,2109543,2024-06-05,2024-12-10,auto,500000,4.219086
1389202829910678,0,1,75,F,RS010,K21.0,45.16,3,1,1,5827379,2024-12-06,2024-12-10,manual,1400000,4.162413571428571
7388574216354090,1,1,74,F,RS006,R10.4,87.09,2,1,1,7391850,2024-06-21,2024-12-10,auto,1200000,6.159875
8323890495103520,0,1,13,M,RS010,Z00.0,93.99,2,1,0,4436819,2024-11-30,2024-12-11,auto,700000,6.338312857142857
0656666842337095,1,1,88,M,RS005,H25.9,13.4,2,4,0,9909007,2024-08-21,2024-12-11,manual,7500000,1.3212009333333334
3081739327505515,1,0,80,M,RS004,J18.9,93.94,1,3,0,9976788,2024-01-16,2024-12-11,auto,4200000,2.3754257142857145
8600447693765893,1,0,65,M,RS006,K29.7,45.16,1,4,1,4717480,2024-09-17,2024-12-11,auto,1700000,2.7749882352941175
8304823605706484,1,1,68,F,RS004,Z34.0,73.0,1,3,2,2074316,2024-05-08,2024-12-11,manual,800000,2.592895
9347210202087893,0,1,13,F,RS004,K29.7,45.16,2,3,1,9485572,2024-06-11,2024-12-11,auto,1700000,5.579748235294118
9164367987483129,0,1,62,M,RS004,J00,93.9,1,2,1,2540912,2024-12-02,2024-12-11,auto,500000,5.081824
6048597372485717,1,1,18,F,RS006,J45.9,93.96,3,1,0,9527890,2024-01-06,2024-12-11,manual,2300000,4.142560869565218
6806491483796398,1,1,57,F,RS008,Z03.8,93.91,3,4,0,5070161,2024-11-06,2024-12-11,manual,1200000,4.225134166666667
5948843158402314,1,1,24,F,RS009,J18.9,93.94,2,1,0,3358852,2024-07-05,2024-12-11,auto,4200000,0.7997266666666667
9478101241373823,1,1,34,M,RS003,Z00.0,93.99,2,3,0,6956712,2024-03-07,2024-12-11,auto,700000,9.93816
6498163286098000,1,1,22,F,RS002,K29.7,45.16,2,2,2,4674732,2024-02-15,2024-12-12,auto,1700000,2.7498423529411764
5936992247522874,1,1,44,M,RS002,H25.9,13.4,2,4,0,2786373,2024-07-12,2024-12-12,auto,7500000,0.3715164
